"ItemID","ItemTitle","TotalAttachments","AttachmentName","ServerRelativeUrl","CreatedBy"
"1011","ID 1645: lease extension on behalf of UNDSS at Mazi Complex Tower in Duhok, Iraq","10","MOU UNDP-UNDSS MAZI COMPANY_GO_Dohuk-Iraq revised 28 October 2021.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1011/MOU UNDP-UNDSS MAZI COMPANY_GO_Dohuk-Iraq revised 28 October 2021.pdf","Tamar Alavidze"
"1011","ID 1645: lease extension on behalf of UNDSS at Mazi Complex Tower in Duhok, Iraq","10","Re- Renewal Lease with Mazi   UNDSS -DUHOK.eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1011/Re- Renewal Lease with Mazi   UNDSS -DUHOK.eml","Tamar Alavidze"
"1011","ID 1645: lease extension on behalf of UNDSS at Mazi Complex Tower in Duhok, Iraq","10","SIGNED PERFORMANCE EVALUATION SHEET.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1011/SIGNED PERFORMANCE EVALUATION SHEET.pdf","Tamar Alavidze"
"1011","ID 1645: lease extension on behalf of UNDSS at Mazi Complex Tower in Duhok, Iraq","10","VALID REQ - 0000028326 MAZI CO AMEND 6.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1011/VALID REQ - 0000028326 MAZI CO AMEND 6.pdf","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","5.TTCP-PRELIMINARY-SPACE-CALCULATIONS_CMP-standards ed New.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/5.TTCP-PRELIMINARY-SPACE-CALCULATIONS_CMP-standards ed New.xlsx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Amendment No 1 - Nada Alkasem - Two month.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Amendment No 1 - Nada Alkasem - Two month.docx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Amendment No 1 - Nada Alkasem - Two month_GO revised.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Amendment No 1 - Nada Alkasem - Two month_GO revised.docx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Amendment No 1 - Nada Alkasem - Two month_GO revised_4 November.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Amendment No 1 - Nada Alkasem - Two month_GO revised_4 November.docx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Amendment No 2 - Nada Alkasem - Two years and 10 months.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Amendment No 2 - Nada Alkasem - Two years and 10 months.docx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Amendment No 2 - Nada Alkasem - Two years and 10 months_GO revised.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Amendment No 2 - Nada Alkasem - Two years and 10 months_GO revised.docx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Damascus-extension_PRELIMINARY-SPACE-CALCULATIONS_CMP-standards.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Damascus-extension_PRELIMINARY-SPACE-CALCULATIONS_CMP-standards.xlsx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Draft advance payment request -Nada Alkasem -  2 months.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Draft advance payment request -Nada Alkasem -  2 months.docx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Draft advance payment request -Nada Alkasem - Two years and 10 months.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Draft advance payment request -Nada Alkasem - Two years and 10 months.docx","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","First Offer.jfif","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/First Offer.jfif","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Minutes of Negotiations Meeting - Nada Alkasem- 10.09.2021.docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Minutes of Negotiations Meeting - Nada Alkasem- 10.09.2021.docx.pdf","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Nada AlKasam Contract.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Nada AlKasam Contract.pdf","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","PoA.jfif","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/PoA.jfif","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Re- Lease extension for UNDP Damascus office- SO clearance.eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Re- Lease extension for UNDP Damascus office- SO clearance.eml","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","RE- Waiver  - Yemen and Syria 2.eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/RE- Waiver  - Yemen and Syria 2.eml","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Second Offer.jfif","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Second Offer.jfif","Tamar Alavidze"
"1013","ID 1686: post-facto two month extension and anticipated extension for 2.10 years for Damascus sub-office","17","Title deed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1013/Title deed.pdf","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","Annex1 Al-Bakoli Contract.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/Annex1 Al-Bakoli Contract.pdf","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","Annex2  - Al-Bakoli - OHCHR  - One Year.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/Annex2  - Al-Bakoli - OHCHR  - One Year.pdf","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","Annex3 Al Bakoli Contract.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/Annex3 Al Bakoli Contract.pdf","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","Annex4  - Al-Bakoli - OHCHR  - till end of 2021 -  Signed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/Annex4  - Al-Bakoli - OHCHR  - till end of 2021 -  Signed.pdf","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","Lease Amendment Review CO 02112021 - Sultan Al-Bakoli.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/Lease Amendment Review CO 02112021 - Sultan Al-Bakoli.docx","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","Lease Amendment Review CO 02112021 - Sultan Al-Bakoli_GO revised.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/Lease Amendment Review CO 02112021 - Sultan Al-Bakoli_GO revised.docx","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","Letter Nov 22 2021 PSMS Pearce to UNDP Lootsma re lease on Sultan Mahdi Yahya Al Bakoli building_Signed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/Letter Nov 22 2021 PSMS Pearce to UNDP Lootsma re lease on Sultan Mahdi Yahya Al Bakoli building_Signed.pdf","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","LOC_OHCHR_Yemen_ Al Bakkoli building.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/LOC_OHCHR_Yemen_ Al Bakkoli building.docx","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","Original Signed Lease Al-Bakoli.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/Original Signed Lease Al-Bakoli.pdf","Tamar Alavidze"
"1014","Lease extension on behalf of OHCHR for premises at Al Bakoli building, Sana'","10","SRF Sultan Al-Bakoli.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1014/SRF Sultan Al-Bakoli.pdf","Tamar Alavidze"
"1015","Amendment 2_PAREC lease with UNDP","1","PAREC lease ammendment 2.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1015/PAREC lease ammendment 2.docx","Nene Mariama Balde"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Amendment Letter No.1- parking_Qamishli-Syria -Signed by all.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Amendment Letter No.1- parking_Qamishli-Syria -Signed by all.pdf","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Amendment Letter No.2_parking_Qamishli-Syria - 2 years.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Amendment Letter No.2_parking_Qamishli-Syria - 2 years.docx","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Amendment Letter No.2_parking_Qamishli-Syria - 2 years_GO revised.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Amendment Letter No.2_parking_Qamishli-Syria - 2 years_GO revised.docx","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Draft advance payment request -parking_Qamishli-Syria - 2 years.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Draft advance payment request -parking_Qamishli-Syria - 2 years.docx","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Draft advance payment request -parking_Qamishli-Syria - 2 years_GO revised.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Draft advance payment request -parking_Qamishli-Syria - 2 years_GO revised.docx","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Lease Contract - Parking space _Qamishli 2017-2019.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Lease Contract - Parking space _Qamishli 2017-2019.pdf","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Offer 2021 - QAM Parking space.JPG","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Offer 2021 - QAM Parking space.JPG","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Offer 2021 - QAM Parking space.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Offer 2021 - QAM Parking space.pdf","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","OMT.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/OMT.pdf","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Re- Lease extension for UN Hub Qamishli parking space .eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Re- Lease extension for UN Hub Qamishli parking space .eml","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","RE- Waiver  - Yemen and Syria 2.eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/RE- Waiver  - Yemen and Syria 2.eml","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Title deed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Title deed.pdf","Tamar Alavidze"
"1016","ID 1701: lease extension for UN HUB Qamishli parking space","13","Updated-FSSS Qamishli UN Hub 25-03-2019.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1016/Updated-FSSS Qamishli UN Hub 25-03-2019.pdf","Tamar Alavidze"
"1017","Lease agreement_UNCTAD-UNDP","3","UNDP-UNCTAD_lease_Agreement DRAFT (UNCTAD legal comments).docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1017/UNDP-UNCTAD_lease_Agreement DRAFT (UNCTAD legal comments).docx","Nene Mariama Balde"
"1017","Lease agreement_UNCTAD-UNDP","3","UNDP-UNCTAD_lease_Agreement_final.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1017/UNDP-UNCTAD_lease_Agreement_final.pdf","Nene Mariama Balde"
"1017","Lease agreement_UNCTAD-UNDP","3","UNDP-UNCTAD_Sublease_Agreement_final_draft.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1017/UNDP-UNCTAD_Sublease_Agreement_final_draft.pdf","Nene Mariama Balde"
"1018","UNDP Turkey CO relocation to new premises","13","0. Index of required documents.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/0. Index of required documents.docx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 1 _ Justification Note-UNDP relocation to Bldg Oran-75.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 1 _ Justification Note-UNDP relocation to Bldg Oran-75.docx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 2 _ Cost Benefit Analysis  V2 October 2021.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 2 _ Cost Benefit Analysis  V2 October 2021.xlsx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 3 _ TTCP- Preliminary space calculation.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 3 _ TTCP- Preliminary space calculation.xlsx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 4 _ Draft Lease Agreement in Track Changes.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 4 _ Draft Lease Agreement in Track Changes.docx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 5 _ Confirmation of Availibility of Funding.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 5 _ Confirmation of Availibility of Funding.docx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 6 _ Relevant security report.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 6 _ Relevant security report.doc","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 7 _ Waiver request for Bank Guarantee.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 7 _ Waiver request for Bank Guarantee.docx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 7 _ Waiver request for Bank Guarantee_GO revised.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 7 _ Waiver request for Bank Guarantee_GO revised.docx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 8 _ Floor Plans_Pictures.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 8 _ Floor Plans_Pictures.pdf","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No. 9 _ Tittle Deed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No. 9 _ Tittle Deed.pdf","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","Attachment No.10 _ Update of UNDP Premises Database.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/Attachment No.10 _ Update of UNDP Premises Database.docx","Tamar Alavidze"
"1018","UNDP Turkey CO relocation to new premises","13","PRELIMINARY-SPACE-CALCULATIONS_Turkey-GO revised.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1018/PRELIMINARY-SPACE-CALCULATIONS_Turkey-GO revised.xlsx","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","(English) Unverbindlicher Muster-Mietvertragsentwurf_IHZ-.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/(English) Unverbindlicher Muster-Mietvertragsentwurf_IHZ-.docx","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","28Settlement of Disputes - revisions OLS (9Feb2022).docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/28Settlement of Disputes - revisions OLS (9Feb2022).docx","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","design rental contract - UNDP RO Germany satellite office.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/design rental contract - UNDP RO Germany satellite office.pdf","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","Friedrichstraße 95_8. Etage_245 qm_2021.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/Friedrichstraße 95_8. Etage_245 qm_2021.pdf","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","HouseRule.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/HouseRule.pdf","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","offer 2 - OCTAVUS Leipziger Platz - Potsdamer Platz.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/offer 2 - OCTAVUS Leipziger Platz - Potsdamer Platz.pdf","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","RE- Draft rental agreement Berlin office.eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/RE- Draft rental agreement Berlin office.eml","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","Unverbindlicher Muster-Mietvertragsentwurf_IHZ.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/Unverbindlicher Muster-Mietvertragsentwurf_IHZ.pdf","Tamar Alavidze"
"1019","UNDP representation office in Bonn, Germany","9","Unverbindlicher Muster-Mietvertragsentwurf_IHZ-OLS-CL prelim review of legal issues 31Dec21_GO 6 January.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1019/Unverbindlicher Muster-Mietvertragsentwurf_IHZ-OLS-CL prelim review of legal issues 31Dec21_GO 6 January.docx","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Advance payment request to OFRM.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Advance payment request to OFRM.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Amendment 1 to Lease Agreement - Al Mukalla_ Signed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Amendment 1 to Lease Agreement - Al Mukalla_ Signed.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Amendment 2 to Lease Agreement - Al Mukalla.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Amendment 2 to Lease Agreement - Al Mukalla.docx","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Amendment 2 to Lease Agreement - Al Mukalla_ Signed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Amendment 2 to Lease Agreement - Al Mukalla_ Signed.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Amendment 2_ GO Approval.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Amendment 2_ GO Approval.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Amendment 2_ SO Approval.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Amendment 2_ SO Approval.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Amendment 3 to Lease Agreement - Al Mukalla_GO revised.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Amendment 3 to Lease Agreement - Al Mukalla_GO revised.docx","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","GO Approval 2020.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/GO Approval 2020.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Memo_Yemen_USD_payments_to_vendors_10Dec2021vf.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Memo_Yemen_USD_payments_to_vendors_10Dec2021vf.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","MOU with signatures of 9 agencies_ 2021 with Annexes.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/MOU with signatures of 9 agencies_ 2021 with Annexes.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","PSA 2021 - UN Hub in Mukalla_ Amendment 2.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/PSA 2021 - UN Hub in Mukalla_ Amendment 2.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","Signed Lease - Ramada UNDP.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/Signed Lease - Ramada UNDP.pdf","Tamar Alavidze"
"1021","ID 1930: lease extension for UN Mukala Hub in Yemen","13","UNDP Approval on 9 percent increment and 2022 extension.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1021/UNDP Approval on 9 percent increment and 2022 extension.pdf","Tamar Alavidze"
"1022","MOU Agreement for RC office","8","Annex A UNDP Lease Agreement.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1022/Annex A UNDP Lease Agreement.docx","Nene Mariama Balde"
"1022","MOU Agreement for RC office","8","Annex B Layout of Buildings.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1022/Annex B Layout of Buildings.pdf","Nene Mariama Balde"
"1022","MOU Agreement for RC office","8","Annex C and  E Common Services and Operational Cost.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1022/Annex C and  E Common Services and Operational Cost.xlsx","Nene Mariama Balde"
"1022","MOU Agreement for RC office","8","Annex D 2021 UNRCO Malawi Local SLA.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1022/Annex D 2021 UNRCO Malawi Local SLA.pdf","Nene Mariama Balde"
"1022","MOU Agreement for RC office","8","List of Refurbishments for proposed RCO office.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1022/List of Refurbishments for proposed RCO office.docx","Nene Mariama Balde"
"1022","MOU Agreement for RC office","8","Memorandum of Understanding draft.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1022/Memorandum of Understanding draft.docx","Nene Mariama Balde"
"1022","MOU Agreement for RC office","8","Memorandum of Understanding draft_GO_11-16-21.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1022/Memorandum of Understanding draft_GO_11-16-21.docx","Nene Mariama Balde"
"1022","MOU Agreement for RC office","8","UNDP Lease Agreement final.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1022/UNDP Lease Agreement final.docx","Nene Mariama Balde"
"1024","Lease Agreement on behalf of GEF SGP","4","DSS - UNDP Marigat Mission report (002).docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1024/DSS - UNDP Marigat Mission report (002).docx","Nene Mariama Balde"
"1024","Lease Agreement on behalf of GEF SGP","4","KEFRI - Lease Agreement - SGP - Nov 2021.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1024/KEFRI - Lease Agreement - SGP - Nov 2021.docx","Nene Mariama Balde"
"1024","Lease Agreement on behalf of GEF SGP","4","Securing decent office space in Marigat - background info.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1024/Securing decent office space in Marigat - background info.docx","Nene Mariama Balde"
"1024","Lease Agreement on behalf of GEF SGP","4","UNV - Project Officer - Baringo - DOA template NUNV - GEF SGP.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1024/UNV - Project Officer - Baringo - DOA template NUNV - GEF SGP.pdf","Nene Mariama Balde"
"1025","New office premises in Micronesia","13","Annex I - UN Resolution to establish office in NP.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/Annex I - UN Resolution to establish office in NP.pdf","Tamar Alavidze"
"1025","New office premises in Micronesia","13","Annex II - Cost Benefit Analysis - FSM.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/Annex II - Cost Benefit Analysis - FSM.xlsx","Tamar Alavidze"
"1025","New office premises in Micronesia","13","Annex III - TTCP-PRELIMINARY-SPACE-CALCULATIONS_CMP-standards.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/Annex III - TTCP-PRELIMINARY-SPACE-CALCULATIONS_CMP-standards.xlsx","Tamar Alavidze"
"1025","New office premises in Micronesia","13","Annex IV - FSSS_fully signed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/Annex IV - FSSS_fully signed.pdf","Tamar Alavidze"
"1025","New office premises in Micronesia","13","draft Lease Agreement_Micronesia_GO revised_17 November (004).docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/draft Lease Agreement_Micronesia_GO revised_17 November (004).docx","Tamar Alavidze"
"1025","New office premises in Micronesia","13","draft Lease Agreement_Micronesia_GO revised_17 November.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/draft Lease Agreement_Micronesia_GO revised_17 November.docx","Tamar Alavidze"
"1025","New office premises in Micronesia","13","Draft UNDP Standard Lease Agreement.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/Draft UNDP Standard Lease Agreement.docx","Tamar Alavidze"
"1025","New office premises in Micronesia","13","Floor plans.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/Floor plans.pdf","Tamar Alavidze"
"1025","New office premises in Micronesia","13","FSM business case final - copy.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/FSM business case final - copy.docx","Tamar Alavidze"
"1025","New office premises in Micronesia","13","FSM business case.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/1025/FSM business case.docx","Tamar Alavidze"
